app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
网易云音乐,com.netease.cloudmusic,影音播放,164.8万人安装,55.58MB,https://android-artworks.25pp.com/fs08/2019/06/14/2/110_387c7b6bdc16d15bc39686d90e708779_con_130x130.png,"超6亿用户推荐，口碑爆棚的音乐APP！畅听正版： 跨界歌王2、《欢乐颂2》OST、我想和你唱、朴树全新专辑等独家音源！新增快乐男声版权。【千万曲库】，超全华语欧美日韩、电音ACG古风等超全音乐种类，广泛涵盖周杰伦、陈奕迅、薛之谦、林俊杰、王菲、李荣浩、邓紫棋等热门歌手新歌【个性推荐】，广受好评的算法，自动推荐你感兴趣的新歌，比你更懂你；【超清音质】，令人惊叹的CD音质、首首超清；【精彩歌单】，首创歌单作为核心架构，超6亿歌单库，满足你跑步、学习、工作、聚会等各种场景听歌需求；【趣味乐评】，音乐APP中独树一帜的乐评氛围，评论超热闹，超6亿人一起听歌、一起写评论，趣味段子、故事、情感……乐评看了就停不下来；【热闹动态】，热闹又丰富的音乐社区，与志同道合的朋友相见恨晚；【明星入驻】，千位重磅明星、专业音乐人、知名DJ已入驻；【主播电台】，音乐故事、脱口秀、情感话题，好节目轻松分享。【专业解读】，数千明星专访、电台节目、专业音乐人士每周向你解读每周全球音乐动态；【有爱的客服】有问题，找7×12小时客服。要斗图，客服表情包不输你哦！ 下载网易云音乐，开启的音乐之旅！ 网易云音乐2019更新内容1、心动模式播放页面切换方式优化;2、听歌识曲优化，识别效果提升;3、广场增加官方歌单模块 使用中遇到任何问题，请通过""设置"" ""帮助与反馈""告诉我们，我们会尽快与你联系！ ","['https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_e4af47944d346e0eb5d336723f5aea21_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/2/110_441893917c20035dda05c74e1547c95d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_46e6b15dd49f8f1521f08c14382f98ea_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_833682ef481cc0dbb7e4ee46db2354a5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_a4bfd7e164edd76f0afb8d5035b3b84a_234x360.jpg']",网易,https://www.wandoujia.com/apps/com.netease.cloudmusic/download/dot?ch=detail_normal_dl,  口碑好，曲库全  , 6.2.2,293217,144, 6.2.2
万能视频播放器,com.ztsoft.xplayer,影音播放,157.9万人安装,12.22MB,https://android-artworks.25pp.com/fs08/2019/05/17/2/110_57b3037e9447d6fb74a0e3a7eb4905b0_con_130x130.png,"视频播放器是一款多格式视频播放软件，它可以让你在手机上播放大多数格式的多媒体视频。视频播放器凭借强大的视频解码器，使原本只能在PC上播放的多媒体文件在手机中可以流畅播放。视频播放器能够流畅播放720P甚至1080P高清MKV，FLV，MP4，MOV，TS，RMVB等常见格式的视频，还可以在手机上支持 MMS, RTSP, RTMP, HLS(m3u8) 等常见的多种流媒体格式。能够自动扫描SD卡上支持的视频资源，无需转码快速播放，支持网络电台，电竞在线等功能。 万能视频播放器2019更新内容1.更新新版视频解析框架支持更多格式视频2.调整tsv为26增加动态权限请求 ","['https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_e4af47944d346e0eb5d336723f5aea21_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/2/110_441893917c20035dda05c74e1547c95d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_46e6b15dd49f8f1521f08c14382f98ea_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_833682ef481cc0dbb7e4ee46db2354a5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_a4bfd7e164edd76f0afb8d5035b3b84a_234x360.jpg']",大连智拓科技发展有限公司,https://www.wandoujia.com/apps/com.ztsoft.xplayer/download/dot?ch=detail_normal_dl,  无需转码快速播放  , 5.0,5934879,40, 5.0
哔哩哔哩,tv.danmaku.bili,影音播放,1254.4万人安装,97.31MB,https://android-artworks.25pp.com/fs08/2019/06/14/7/110_ac7ede24cbaa516bf0ad54425f3a598e_con_130x130.png,【新番动画】文豪野犬、鬼灭之刃、我们无法一起学习、机动奥特曼、水果篮子、CAROLE & TUESDAY等多部四月新番，陪你迎接温暖春天！【国产动画】灵笼、异常生物见闻录、拾又之国、垂直世界等重磅新作即将开播！竖屏动画刷新你的观感，还有布袋戏一网打尽！【等等..这里是？！】哔哩哔哩追求做年轻人的潮流文化娱乐社区，常被昵称为“B站”致力于ACG等娱乐领域的原创及二创的内容分享，集结精彩番剧、萌宅、经典影视、硬核游戏、数码评测、迷人宅舞、原创音乐、深度专栏、动人相簿、时尚美妆、搞笑日常等海量内容，更有其他神秘势力。【玩法放送！】- 欢乐精彩的弹幕评论，组队发射更多弹幕- 丰富的番剧、国产动画内容，快速获得能量！- 追踪UP主的精彩动态，和伙伴一起刷B站热点- 乐享音乐，视频音频多种流畅视听体验- 原创好评的专栏文章，下个文豪就是你- 原创新鲜投稿，从今天开始成为偶像！【异议！】- 欢迎给我们发邮件:apphelp@bilibili.com- 欢迎关注官微@哔哩哔哩弹幕网 @哔哩哔哩智能姬，微信公共号 哔哩哔哩弹幕网 哔哩哔哩2019更新内容-追番追剧新增观看状态分组，让想看、在看、看完的番剧各归其位～-移动拍摄支持退出自动保存功能，拯救手滑的你！ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_e4af47944d346e0eb5d336723f5aea21_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/2/110_441893917c20035dda05c74e1547c95d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_46e6b15dd49f8f1521f08c14382f98ea_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_833682ef481cc0dbb7e4ee46db2354a5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_a4bfd7e164edd76f0afb8d5035b3b84a_234x360.jpg']",上海宽娱数码科技有限公司,https://www.wandoujia.com/apps/tv.danmaku.bili/download/dot?ch=detail_normal_dl,  弹幕视频应用，吐槽欢乐多  , 5.43.1,281291,5431000, 5.43.1
咪咕视频,com.cmcc.cmvideo,影音播放,95.2万人安装,75.35MB,https://android-artworks.25pp.com/fs08/2019/06/14/1/110_c5288d37b02f915acf4912741f5979b9_con_130x130.png,热播剧综、院线大片、精彩赛事…好戏不停歇！【赛事集结 热血出击】中超联赛、足协杯、亚冠联赛等海量高清赛事真4K+VR直播，为球迷保驾护航！【热播影视综 一网打尽】《少年派》：闫妮频爆金句狂怼张嘉译《带着爸爸去留学》：孙红雷辛芷蕾联手治娃《陪你到世界之巅》：王一博王子璇甜蜜冒险《反恐特战队之天狼》：致敬反恐一线武警战士《地久天长》：柏林电影节最佳男女演员得奖影片《反贪风暴4》：古天乐等港片男神演绎龙虎斗《向往的生活第三季》：吴亦凡张柏芝等做客蘑菇屋《我最爱的女人们》：看蔡少芬钟丽缇如何处婆媳关系《画江湖之不良人第三季》：侠影归来，再现唐末乱世风云《本草中华第二季》遇见疗愈生命的中国智慧【特色剧场 海量资源任你挑选】好莱坞大片、高分TVB热剧等一次看个够！【千路卫视高清直播 零时差畅看】央视、卫视及地方、特色直播频道，7日节目随时回看，随心预约！【环球纪录片 独家呈现】《贝尔野外求生记》、《深入秘境》、《非洲：未来》等BBC、Discovery顶级纪录片，带你领略世间万物神奇！【意见反馈】微信公众号：“咪咕视频”，时刻倾听你的声音  官方客服：4001000601 咪咕视频2019更新内容1.《少年派》《带着爸爸去留学》《我最爱的女人们》等大剧热综随心看~2.中超、亚冠联赛等海量高清赛事火热进行时~ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_e4af47944d346e0eb5d336723f5aea21_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/2/110_441893917c20035dda05c74e1547c95d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_46e6b15dd49f8f1521f08c14382f98ea_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_833682ef481cc0dbb7e4ee46db2354a5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_a4bfd7e164edd76f0afb8d5035b3b84a_234x360.jpg']",咪咕视讯科技有限公司,https://www.wandoujia.com/apps/com.cmcc.cmvideo/download/dot?ch=detail_normal_dl,  我们一起上春晚  , 5.6.1.10,6046085,25000518, 5.6.1.10
影音先锋,com.xfplay.play,影音播放,232.5万人安装,25.46MB,https://android-artworks.25pp.com/fs08/2019/06/04/1/110_c44ff1c5d4b55b456523d301cde0a135_con_130x130.png,"播放 具有多格式支持和解码能力，全面支持目前流行的所有影音格式 . 解码功能 硬件模式,普通模式,流畅模式自由切换.支持最新的ARM CPU NEON指令集. 在线播放及搜索功能 对xfplay,rtsp,http,mms等多种流媒体,点播和协议的支持. 强大的搜索功能,让你瞬间找到需要的视听文件. 平板玻璃界面 根据系统主题,和背景不断变化而变化. 玻璃的平板播放列表及控制栏. 滑屏手势左屏上下滑动调节亮度. 右屏上下滑动调节音量. 全屏左右滑动调节进度. 多国语言 手机先锋,现在拥有37 种界面语言包,支持几乎所有的国家。 根据的系统自动切换不同语言。 影音先锋2019更新内容5.7.1安卓版本更新：1.修复软件闪退问题。2.修复消息丢失问题。 ","['https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_e4af47944d346e0eb5d336723f5aea21_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/2/110_441893917c20035dda05c74e1547c95d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/7/110_46e6b15dd49f8f1521f08c14382f98ea_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_833682ef481cc0dbb7e4ee46db2354a5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/19/5/110_a4bfd7e164edd76f0afb8d5035b3b84a_234x360.jpg']",桂林零与壹软件有限公司,https://www.wandoujia.com/apps/com.xfplay.play/download/dot?ch=detail_normal_dl,  最具人性化体验的播放器  , 5.7.1,296927,500710, 5.7.1
唱吧,com.changba,影音播放,43.9万人安装,97.34MB,https://android-artworks.25pp.com/fs08/2019/06/12/5/110_18d6b676dd5b89fb2638b99b4dab2e89_con_130x130.png,全民短视频K歌社交平台智能混音：你的专属AI百万调音师一键修音：强大的黑科技让你秒变歌神短视频：用更多方式演绎你的好歌声--------------------------------------------【手机K歌：尽情歌唱，纵享欢乐】- 丰富的伴奏曲库，新歌实时更新，唱你所想，享你所唱- 优质的音效，强大的“一键修音”功能，让你的歌声更动听- 炫酷的短视频、MV模式，更多方式演绎你的好歌声- 好玩的视频合唱，这一次歌友们要把默契玩出花样【人气社区：只要你唱，就有舞台】- 全国榜、地区榜、作品榜、歌手榜，唱吧舞台为你而生- 热门比赛，不定期上演以歌会友的好戏，更有超值大奖等你拿- 唱吧家族，加入家族让更多人听到你的好歌声- 包房K歌秀，打造优质的KTV包房体验，身临其境般的互动享受【好友互动：随时随地，亲密无间】- 缘分开始于每一次有爱的互动，用礼物和评论表达爱意- 做为一名忠实粉丝，超多实力歌手和作品，等你pick上榜- 好友间K歌打擂，谁是麦霸，用实力说话- 加入K歌群组，和志同道合的小伙伴一起愉快玩耍 唱吧2019更新内容【新增】弹幕式送礼动效，送礼就要足够炫【新增】唱吧VIP享特权，邀请好友免费体验【优化】在线KTV优化，更好的房间沉浸体验 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/10/2/110_1a2c20d44adcf559574c3515d8335ce8_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/10/3/110_da439bddd938b944e647a8c00121543c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/10/5/110_e28022522d2636c63723ee6b6857cc99_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/10/0/110_3454c7173275673ef1dac3c7bc0c43ef_234x360.jpg']",北京小唱科技有限公司,https://www.wandoujia.com/apps/com.changba/download/dot?ch=detail_normal_dl,  用手机放歌曲伴奏，对着手机就能唱K  , 9.0.6,29137,906, 9.0.6
影视大全,com.doudou.ysvideo,影音播放,47.7万人安装,9.76MB,https://android-artworks.25pp.com/fs08/2019/04/25/3/110_3359aa481ed1642f682cee7e7ab8c8e0_con_130x130.png,【热播剧集】都挺好、黄金瞳、一场遇见爱情的旅行、新白娘子传奇、招摇、封神演义、爱上你治愈我【电影大片】绿皮书、反击、飞驰人生、大黄蜂、战犬瑞克斯、无问西东、精灵旅社3【精彩综艺】创造营2019、我和我的经纪人、女儿们的男朋友、小姐姐的花店、Hi室友【人气动漫】 航海王、罗布奥特曼、斗罗大陆 、博人传 火影忍者新时代【娱乐搞笑】papi酱，知识就是力量，开森笑爆笑短剧，暴走大事件影视大全拥有海量正版影视资源库，看视频巨方便！汇集爱奇艺、PPTV、搜狐、优酷、风行等多家人气视频网资源。高清大片、热播好剧、爆笑综艺、人气动漫、网红直播、新闻资讯、热点；囊括海量高清热播内容，涵盖电视、电影、动漫、综艺、搞笑、体育等，不愧为强大的视频影音先锋。有你想看！等你快看！涵盖了大陆，欧美，日韩，港台等多地区，影视大全会根据你的观看历史、评论数据和其他使用行为，由大数据分析你的喜好并做推荐。你看到的，一定是超新的、超全的、你超想看的视频。越用越懂你的看片追剧。 关注官方账号获取热门视频资讯噢~： 官方客服QQ：2100723373 官方微博：布丸影视大全 影视大全2019更新内容优化播放器播放体验优化主分类用户体验优化视频资源及加载速度 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/17/0/110_c1d2a3afa1e33c06b8898333c472096c_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/0/110_af93c49bb44e3e74f111aa757d1d1cb2_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/9/110_9e32f6abc4b3a33edb971af0c1b77feb_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/10/110_b55a8d591e5e7c968da76b46c18a774d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/17/4/110_31e2102b4f2b60a20147bf9cc9776a32_234x360.jpg']",重庆椰视网络科技有限公司,https://www.wandoujia.com/apps/com.doudou.ysvideo/download/dot?ch=detail_normal_dl,  免费看VIP视频  , 3.6.7,6754703,85, 3.6.7
花椒直播,com.huajiao,影音播放,32.7万人安装,48.29MB,https://android-artworks.25pp.com/fs08/2019/06/18/7/110_31e30dc6c228739038f0c76aa0120c0e_con_130x130.png,1、花椒主播人气、实力、咖位象征的全新等级体系魅力等级上线啦～，主播等级勋章，个性名片全新换装，展现不一样的主播魅力，全新升级机制，更有清新萌颜，定制封面等海量特权等你升级解锁！2、程序猿小哥哥们为了让游戏间主播与粉丝可以更好的互动起来，优化调整了部分代码，让体验变得更好啦~       -热线-           有任何疑问，请随时与我们联系，别客气~          官方微信：huajiao_1 花椒直播2019更新内容程序猿小哥哥们做了若干提升体验的细节优化，修复小问题，优化产品体验～ ,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/4/110_d85445a7d0623869844cd4b5d74aa590_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_bfeb2f1197f64b0db1a5fb2ba1baf46d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/110_3988bedada5f61f48d16ca3431fa638d_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/8/110_9cdb53fca178c4600037ab90b071b2a1_234x360.jpg']",北京密境和风科技有限公司,https://www.wandoujia.com/apps/com.huajiao/download/dot?ch=detail_normal_dl,  漂亮人都玩的直播  , 6.8.5.1025,6614984,6851025, 6.8.5.1025
好看视频,com.baidu.haokan,影音播放,190.8万人安装,14.73MB,https://android-artworks.25pp.com/fs08/2019/06/17/1/110_4c470be9e345b8206ee72ef3521954db_con_130x130.png,好看视频，看视频领现金。和过亿用户一起分享美好，看见世界！【海量视频，边看边赚钱】根据兴趣智能推荐，有趣视频不错过看视频还能领红包，小钱包鼓起来～【体验6，无广告更清晰】新热视频超清播放，随心所欲想怎么看就怎么看贴心去广告，只享受不等待【直播世界，和有趣的人一起看】来好看直播，和小姐姐小哥哥一起看人生风景足不出户，认识有趣的人～关注我们：贴吧：@好看视频吧微博：@好看视频官微微信：@好看视频App 好看视频2019更新内容老朋友新形象，好看视频5.0全新升级～-视觉风格全面升级，浏览更清爽-界面互动简洁清晰，操作更便捷 ,"['https://android-screenimgs.25pp.com/fs08/2019/05/10/1/110_237a03e5a580e5f54a8250b6cdbf4b8e_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/10/3/110_3fa7b01559b6c70b73b0842009758060_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/10/2/110_8366e4ba36ba9fdde1da3b709f32ad3b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/05/10/11/110_ff4940be4328054b3f702598d3babd88_234x360.jpg']",百度(中国)有限公司,https://www.wandoujia.com/apps/com.baidu.haokan/download/dot?ch=detail_normal_dl,  林志玲代言短视频  , 5.0.1.10,6816487,500011, 5.0.1.10
快看片神器,com.kandian.cartoonapp,影音播放,1.6万人安装,38MB,https://android-artworks.25pp.com/fs08/2019/03/19/7/2_b06fefc7fa8cea664617d03230110a7b_con_130x130.png,我们是一款视频聚合类产品，电影、电视剧、综艺、动漫、短视频全搜罗。50000+海量高清影片随意任性看，实时动态更新，好莱坞大片，日韩高,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_84b6be776b1abf3601722a17f55e235a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/110_aed6e4dfee8afbc905ce8c2cf2fa683b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_d8814bf492765e8d6b9983d9b5a865fa_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_eab5968ce3748230bf0835fd4b2175d9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_07fe582a812aa97ab487816d9314dbf5_234x360.jpg']",上海优度宽带科技有限公司,https://www.wandoujia.com/apps/com.kandian.cartoonapp/download/dot?ch=detail_normal_dl,  海量高清视频聚合  , 1.2.16,41275,1036, 1.2.16
手机收音机,syj.youngfhsher,影音播放,7.7万人安装,6.98MB,https://android-artworks.25pp.com/fs08/2019/05/09/10/110_7de23cef2119bd873099f0eb67335f64_con_130x130.png,集成电台直播、电台回放、电台预播为一体，让你体会到完美的选择。本软件是完全免费电台收音机，提供中央电台直播、地方电台直播等电台节目。还有各类音乐电台，评书相声小品脱口秀，甚至是赛事直播，是一个让你不会在孤单的电台直播收音机。功能非常完善的收音机调频fm，想寻找收音机在线收听的用户立即下载使用吧 手机收音机2019更新内容修复上个版本的bug。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_84b6be776b1abf3601722a17f55e235a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/110_aed6e4dfee8afbc905ce8c2cf2fa683b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_d8814bf492765e8d6b9983d9b5a865fa_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_eab5968ce3748230bf0835fd4b2175d9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/2/110_07fe582a812aa97ab487816d9314dbf5_234x360.jpg']",深圳市应用多多视讯科技有限公司,https://www.wandoujia.com/apps/syj.youngfhsher/download/dot?ch=detail_normal_dl,  与电台不期而遇  , 3.0.0.0.5,2300789,30005, 3.0.0.0.5
